Test Design 2_Date Time	Test Design 2_Pressure
12/29/2022 7:10:31 AM	3456.98
12/29/2022 7:18:55 AM	3455.82
12/29/2022 7:27:19 AM	3454.74
12/29/2022 7:35:43 AM	3453.72
12/29/2022 7:44:07 AM	3452.75
12/29/2022 7:52:31 AM	3451.84
12/29/2022 8:00:55 AM	3450.97
12/29/2022 8:09:19 AM	3450.14
12/29/2022 8:17:43 AM	3449.35
12/29/2022 8:26:07 AM	3448.59
12/29/2022 8:34:31 AM	3447.86
12/29/2022 8:42:55 AM	3447.17
12/29/2022 8:51:19 AM	3446.50
12/29/2022 8:59:43 AM	3445.85
12/29/2022 9:08:07 AM	3445.23
12/29/2022 9:16:31 AM	3444.63
12/29/2022 9:24:55 AM	3444.04
12/29/2022 9:33:19 AM	3443.48
12/29/2022 9:41:43 AM	3442.93
12/29/2022 9:50:07 AM	3442.40
12/29/2022 9:58:31 AM	3441.89
12/29/2022 10:06:55 AM	3441.39
12/29/2022 10:15:19 AM	3440.90
12/29/2022 10:23:43 AM	3440.43
12/29/2022 10:32:07 AM	3439.97
12/29/2022 10:40:31 AM	3439.52
12/29/2022 10:48:55 AM	3439.08
12/29/2022 10:57:19 AM	3438.66
12/29/2022 11:05:43 AM	3438.24
12/29/2022 11:14:07 AM	3437.83
12/29/2022 11:22:31 AM	3437.43
12/29/2022 11:30:55 AM	3437.04
12/29/2022 11:39:19 AM	3436.66
12/29/2022 11:47:43 AM	3436.29
12/29/2022 11:56:07 AM	3435.92
12/29/2022 12:04:31 PM	3435.56
12/29/2022 12:12:55 PM	3435.21
12/29/2022 12:21:19 PM	3434.87
12/29/2022 12:29:43 PM	3434.53
12/29/2022 12:38:07 PM	3434.20
12/29/2022 12:46:31 PM	3433.87
12/29/2022 12:54:55 PM	3433.55
12/29/2022 1:03:19 PM	3433.24
12/29/2022 1:11:43 PM	3432.93
12/29/2022 1:20:07 PM	3432.63
12/29/2022 1:28:31 PM	3432.33
12/29/2022 1:36:55 PM	3432.03
12/29/2022 1:45:19 PM	3431.74
12/29/2022 1:53:43 PM	3431.46
12/29/2022 2:02:07 PM	3431.18
12/29/2022 2:10:31 PM	3430.90
12/29/2022 2:18:55 PM	3430.63
12/29/2022 2:27:19 PM	3430.37
12/29/2022 2:35:43 PM	3430.10
12/29/2022 2:44:07 PM	3429.84
12/29/2022 2:52:31 PM	3429.59
12/29/2022 2:56:15 PM	3429.47
12/29/2022 2:59:59 PM	3429.36
12/29/2022 3:00:00 PM	3429.36
12/29/2022 3:00:00 PM	3429.78
12/29/2022 3:00:00 PM	3430.26
12/29/2022 3:00:01 PM	3431.28
12/29/2022 3:00:03 PM	3433.47
12/29/2022 3:00:07 PM	3438.09
12/29/2022 3:00:16 PM	3447.64
12/29/2022 3:00:36 PM	3466.53
